,response,numConf,qualConf,socialAnswer,socialNumConf,socialQualConf,answer,states,id,gender,politics,education,age,socialSize,socialInfo,correct_start,difficulty,pol_recode,gender_recode,edu_recode,age_recode,id_recode,state_recode
19,False,96.0,It is probably correct,False,97.0,It is probably correct,True,PA,b4ab5f3b-35f7-0c24-ff24-6980d73841ee,Female,Liberal,College,65+,4.0,23.0,False,0.6865671641791045,4,2,2,6,287,37
0,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,GA,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,7.0,18.0,True,0.8072289156626506,2,2,2,2,263,9
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,IA,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,11.0,44.0,True,0.9014084507042254,2,2,2,2,263,11
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NH,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,9.0,77.0,True,0.7560975609756098,2,2,2,2,263,29
8,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,Il,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,13.0,49.0,True,0.7866666666666666,2,2,2,2,263,14
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,UT,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,2.0,34.0,True,0.875,2,2,2,2,263,43
13,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CO,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,2.0,69.0,True,0.8518518518518519,2,2,2,2,263,5
14,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,ME,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,13.0,4.0,True,0.6941176470588235,2,2,2,2,263,20
16,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OR,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,5.0,36.0,True,0.7126436781609196,2,2,2,2,263,36
18,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,KS,a6248134-6ffd-cd41-702b-b70f13951bec,Female,Conservative,College,25-34,9.0,12.0,True,0.75,2,2,2,2,263,15
0,True,92.0,It is certainly correct,True,100.0,It is certainly correct,True,AZ,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,3.0,46.0,True,0.8555555555555555,2,1,2,5,149,3
3,True,83.0,It is probably correct,True,100.0,It is certainly correct,True,MD,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,8.0,84.0,True,0.7261904761904762,2,1,2,5,149,19
4,True,82.0,It is probably correct,True,76.0,It is probably correct,True,NC,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,15.0,62.0,True,0.8170731707317073,2,1,2,5,149,26
5,True,84.0,It is probably correct,True,97.0,It is certainly correct,True,OK,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,9.0,71.0,True,0.8481012658227848,2,1,2,5,149,35
6,False,83.0,It is probably correct,False,96.0,It is certainly correct,True,MI,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,10.0,62.0,False,0.726027397260274,2,1,2,5,149,21
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,PA,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,13.0,2.0,True,0.6865671641791045,2,1,2,5,149,37
10,True,88.0,It is probably correct,True,95.0,It is probably correct,True,VT,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,4.0,15.0,True,0.7435897435897436,2,1,2,5,149,45
11,True,69.0,It is probably correct,True,100.0,It is certainly correct,True,MO,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,1.0,10.0,True,0.7222222222222222,2,1,2,5,149,23
12,True,93.0,It is certainly correct,True,100.0,It is certainly correct,True,MN,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,2.0,93.0,True,0.7534246575342466,2,1,2,5,149,22
13,True,82.0,It is probably correct,True,86.0,It is probably correct,True,AR,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,10.0,52.0,True,0.8253968253968254,2,1,2,5,149,2
14,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WY,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,6.0,1.0,True,0.7922077922077922,2,1,2,5,149,49
16,False,69.0,It is probably correct,False,91.0,It is probably correct,True,WV,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,14.0,26.0,False,0.8227848101265823,2,1,2,5,149,48
17,True,86.0,It is probably correct,True,92.0,It is probably correct,True,NJ,5fc60709-b849-4bd3-9216-31ed0904ccde,Male,Conservative,College,55-64,14.0,23.0,True,0.7045454545454546,2,1,2,5,149,30
3,True,91.0,It is certainly correct,True,100.0,It is certainly correct,True,MT,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,7.0,0.0,True,0.7865168539325843,3,2,3,1,230,25
4,False,88.0,It is certainly correct,False,90.0,It is probably correct,True,PA,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,2.0,90.0,False,0.6865671641791045,3,2,3,1,230,37
5,True,100.0,It is certainly correct,True,98.0,It is certainly correct,True,ME,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,8.0,86.0,True,0.6941176470588235,3,2,3,1,230,20
8,True,92.0,It is certainly correct,True,89.0,It is probably correct,True,MD,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,11.0,21.0,True,0.7261904761904762,3,2,3,1,230,19
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,TX,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,14.0,24.0,True,0.8095238095238095,3,2,3,1,230,42
13,True,90.0,It is probably correct,True,95.0,It is certainly correct,True,WI,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,1.0,98.0,True,0.8169014084507042,3,2,3,1,230,47
14,True,90.0,It is probably correct,True,90.0,It is probably correct,True,UT,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,14.0,93.0,True,0.875,3,2,3,1,230,43
15,True,96.0,It is certainly correct,True,91.0,It is probably correct,True,GA,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,14.0,70.0,True,0.8072289156626506,3,2,3,1,230,9
17,True,93.0,It is probably correct,True,90.0,It is probably correct,True,WY,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,11.0,41.0,True,0.7922077922077922,3,2,3,1,230,49
18,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AK,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,6.0,27.0,True,0.8108108108108109,3,2,3,1,230,0
19,True,94.0,It is certainly correct,True,92.0,It is probably correct,True,CA,94616f69-d16d-35d2-3576-594a53baa1bc,Female,Moderate,Some College,18-24,10.0,36.0,True,0.9393939393939394,3,2,3,1,230,4
0,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,DE,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,9.0,58.0,True,0.7764705882352941,1,1,3,5,44,7
3,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CT,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,1.0,60.0,True,0.8472222222222222,1,1,3,5,44,6
4,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CA,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,1.0,77.0,True,0.9393939393939394,1,1,3,5,44,4
6,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OK,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,10.0,71.0,True,0.8481012658227848,1,1,3,5,44,35
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MS,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,14.0,3.0,True,0.881578947368421,1,1,3,5,44,24
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WA,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,13.0,29.0,True,0.6944444444444444,1,1,3,5,44,46
11,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MT,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,9.0,55.0,True,0.7865168539325843,1,1,3,5,44,25
13,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MA,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,6.0,48.0,True,0.821917808219178,1,1,3,5,44,18
16,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WV,212c9720-9321-e053-783f-a107bed2e7f5,Male,Very Conservative,Some College,55-64,1.0,83.0,True,0.8227848101265823,1,1,3,5,44,48
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NV,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,5.0,66.0,True,0.7142857142857143,4,2,3,1,302,32
4,True,95.0,It is probably correct,True,100.0,It is certainly correct,True,TX,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,14.0,59.0,True,0.8095238095238095,4,2,3,1,302,42
5,True,100.0,It is certainly correct,False,89.0,It is probably correct,True,IN,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,4.0,25.0,True,0.9047619047619048,4,2,3,1,302,13
6,True,50.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,MD,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,7.0,88.0,True,0.7261904761904762,4,2,3,1,302,19
8,True,100.0,It is probably correct,True,66.0,It is probably correct,True,GA,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,14.0,41.0,True,0.8072289156626506,4,2,3,1,302,9
10,True,86.0,It is probably correct,True,100.0,It is certainly correct,True,ID,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,15.0,98.0,True,0.8051948051948052,4,2,3,1,302,12
11,True,57.0,I am unsure if it is correct,False,63.0,It is probably correct,True,WY,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,11.0,15.0,True,0.7922077922077922,4,2,3,1,302,49
14,True,100.0,It is certainly correct,True,94.0,It is probably correct,True,KY,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,11.0,61.0,True,0.6029411764705882,4,2,3,1,302,16
15,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NM,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,1.0,97.0,True,0.7671232876712328,4,2,3,1,302,31
17,True,100.0,It is certainly correct,False,68.0,It is probably correct,True,AZ,b9e580a5-3f12-db35-b1ba-b6cea5c24b70,Female,Liberal,Some College,18-24,2.0,33.0,True,0.8555555555555555,4,2,3,1,302,3
0,True,91.0,It is certainly correct,True,93.0,It is certainly correct,True,OH,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,7.0,48.0,True,0.9571428571428572,3,1,1,1,254,34
1,True,91.0,It is certainly correct,True,92.0,It is certainly correct,True,CA,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,11.0,4.0,True,0.9393939393939394,3,1,1,1,254,4
2,True,95.0,It is certainly correct,True,93.0,It is certainly correct,True,RI,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,15.0,69.0,True,0.9411764705882353,3,1,1,1,254,38
5,True,93.0,It is certainly correct,True,94.0,It is certainly correct,True,VA,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,1.0,17.0,True,0.8795180722891566,3,1,1,1,254,44
7,True,92.0,It is certainly correct,True,92.0,It is certainly correct,True,AR,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,6.0,90.0,True,0.8253968253968254,3,1,1,1,254,2
9,True,93.0,It is certainly correct,True,93.0,It is certainly correct,True,AZ,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,12.0,91.0,True,0.8555555555555555,3,1,1,1,254,3
10,True,94.0,It is certainly correct,True,94.0,It is certainly correct,True,MT,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,7.0,34.0,True,0.7865168539325843,3,1,1,1,254,25
11,True,94.0,It is certainly correct,True,94.0,It is certainly correct,True,AL,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,6.0,43.0,True,0.7926829268292683,3,1,1,1,254,1
14,True,93.0,It is certainly correct,True,95.0,It is certainly correct,True,MS,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,4.0,88.0,True,0.881578947368421,3,1,1,1,254,24
16,True,94.0,It is certainly correct,True,95.0,It is certainly correct,True,ND,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,12.0,93.0,True,0.7361111111111112,3,1,1,1,254,27
17,True,98.0,It is certainly correct,True,100.0,It is certainly correct,True,NM,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,8.0,44.0,True,0.7671232876712328,3,1,1,1,254,31
18,True,93.0,It is certainly correct,True,95.0,It is certainly correct,True,WY,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,14.0,75.0,True,0.7922077922077922,3,1,1,1,254,49
19,True,96.0,It is certainly correct,True,92.0,It is certainly correct,True,DE,a1d2f6ea-2f5c-812e-86f5-c0f917b8673f,Male,Moderate,Graduate Degree or Higher,18-24,4.0,36.0,True,0.7764705882352941,3,1,1,1,254,7
0,True,90.0,It is probably correct,True,91.0,It is probably correct,True,VA,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,12.0,37.0,True,0.8795180722891566,2,1,2,6,119,44
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OK,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,6.0,19.0,True,0.8481012658227848,2,1,2,6,119,35
4,True,85.0,It is probably correct,True,96.0,It is probably correct,True,OR,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,13.0,43.0,True,0.7126436781609196,2,1,2,6,119,36
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WI,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,11.0,21.0,True,0.8169014084507042,2,1,2,6,119,47
6,False,96.0,It is probably correct,False,97.0,It is probably correct,True,Il,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,4.0,9.0,False,0.7866666666666666,2,1,2,6,119,14
8,True,86.0,It is probably correct,True,91.0,It is probably correct,True,PA,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,8.0,15.0,True,0.6865671641791045,2,1,2,6,119,37
10,True,100.0,It is certainly correct,True,92.0,It is probably correct,True,SC,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,14.0,71.0,True,0.7777777777777778,2,1,2,6,119,39
11,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MA,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,1.0,60.0,True,0.821917808219178,2,1,2,6,119,18
12,True,86.0,It is probably correct,True,87.0,It is probably correct,True,SD,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,14.0,57.0,True,0.7027027027027027,2,1,2,6,119,40
13,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AK,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,6.0,56.0,True,0.8108108108108109,2,1,2,6,119,0
14,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NY,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,15.0,60.0,True,0.8461538461538461,2,1,2,6,119,33
15,True,86.0,It is probably correct,True,93.0,It is probably correct,True,VT,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,3.0,21.0,True,0.7435897435897436,2,1,2,6,119,45
18,True,76.0,I am unsure if it is correct,True,76.0,I am unsure if it is correct,True,MS,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,14.0,93.0,True,0.881578947368421,2,1,2,6,119,24
19,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CO,4eefc9b4-7d22-86cb-bbab-ffc4456f0a61,Male,Conservative,College,65+,7.0,78.0,True,0.8518518518518519,2,1,2,6,119,5
1,False,68.0,I am unsure if it is correct,True,78.0,I am unsure if it is correct,True,ND,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,4.0,14.0,False,0.7361111111111112,2,2,2,4,370,27
3,False,76.0,It is probably correct,True,80.0,I am unsure if it is correct,True,OR,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,3.0,56.0,False,0.7126436781609196,2,2,2,4,370,36
5,True,79.0,It is probably correct,False,75.0,I am unsure if it is correct,True,NJ,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,14.0,33.0,True,0.7045454545454546,2,2,2,4,370,30
7,False,75.0,I am unsure if it is correct,False,67.0,I am unsure if it is correct,True,MT,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,8.0,14.0,False,0.7865168539325843,2,2,2,4,370,25
8,False,71.0,I am unsure if it is correct,True,89.0,I am unsure if it is correct,True,VT,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,15.0,88.0,False,0.7435897435897436,2,2,2,4,370,45
10,True,79.0,It is probably correct,False,55.0,I am unsure if it is correct,True,VA,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,7.0,10.0,True,0.8795180722891566,2,2,2,4,370,44
14,True,78.0,I am unsure if it is correct,True,94.0,I am unsure if it is correct,True,IN,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,4.0,90.0,True,0.9047619047619048,2,2,2,4,370,13
16,True,100.0,It is probably correct,True,100.0,I am unsure if it is correct,True,LA,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,3.0,77.0,True,0.8142857142857143,2,2,2,4,370,17
17,True,87.0,I am unsure if it is correct,True,91.0,I am unsure if it is correct,True,CA,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,9.0,85.0,True,0.9393939393939394,2,2,2,4,370,4
19,True,83.0,I am unsure if it is correct,True,98.0,I am unsure if it is correct,True,MS,e82daa3a-fb61-ff83-7925-9c0621278cec,Female,Conservative,College,45-54,1.0,88.0,True,0.881578947368421,2,2,2,4,370,24
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MO,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,10.0,30.0,True,0.7222222222222222,3,2,1,4,391,23
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VA,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,15.0,16.0,True,0.8795180722891566,3,2,1,4,391,44
5,True,95.0,It is probably correct,True,100.0,It is certainly correct,True,NM,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,13.0,29.0,True,0.7671232876712328,3,2,1,4,391,31
8,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,UT,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,15.0,54.0,True,0.875,3,2,1,4,391,43
9,False,82.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,WA,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,14.0,94.0,False,0.6944444444444444,3,2,1,4,391,46
12,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AK,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,6.0,6.0,True,0.8108108108108109,3,2,1,4,391,0
14,True,80.0,I am unsure if it is correct,True,86.0,It is probably correct,True,SD,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,12.0,37.0,True,0.7027027027027027,3,2,1,4,391,40
18,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,FL,f240b790-fe51-c13f-148f-816b29228945,Female,Moderate,Graduate Degree or Higher,45-54,1.0,94.0,True,0.6986301369863014,3,2,1,4,391,8
0,True,89.0,It is probably correct,True,100.0,It is certainly correct,True,OR,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,5.0,1.0,True,0.7126436781609196,5,1,1,2,390,36
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WI,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,11.0,64.0,True,0.8169014084507042,5,1,1,2,390,47
3,False,50.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,MI,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,7.0,48.0,False,0.726027397260274,5,1,1,2,390,21
7,False,56.0,I am unsure if it is correct,True,94.0,It is probably correct,True,NV,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,14.0,75.0,False,0.7142857142857143,5,1,1,2,390,32
13,True,100.0,It is certainly correct,True,91.0,It is probably correct,True,MA,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,14.0,79.0,True,0.821917808219178,5,1,1,2,390,18
15,False,63.0,I am unsure if it is correct,True,90.0,It is probably correct,True,NE,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,4.0,29.0,False,0.7625,5,1,1,2,390,28
16,True,100.0,It is certainly correct,False,67.0,I am unsure if it is correct,True,CO,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,14.0,58.0,True,0.8518518518518519,5,1,1,2,390,5
18,False,50.0,I am unsure if it is correct,False,71.0,I am unsure if it is correct,True,KS,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,5.0,41.0,False,0.75,5,1,1,2,390,15
19,False,50.0,I am unsure if it is correct,False,63.0,I am unsure if it is correct,True,NY,f23c320f-1f70-6c94-6810-041755236bd9,Male,Very Liberal,Graduate Degree or Higher,25-34,12.0,77.0,False,0.8461538461538461,5,1,1,2,390,33
0,True,97.0,It is certainly correct,True,100.0,It is certainly correct,True,SD,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,11.0,97.0,True,0.7027027027027027,2,1,1,4,98,40
1,True,85.0,It is probably correct,True,100.0,It is certainly correct,True,KY,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,10.0,88.0,True,0.6029411764705882,2,1,1,4,98,16
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,Il,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,12.0,81.0,True,0.7866666666666666,2,1,1,4,98,14
8,True,97.0,It is certainly correct,True,100.0,It is certainly correct,True,WY,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,10.0,86.0,True,0.7922077922077922,2,1,1,4,98,49
9,True,97.0,It is probably correct,True,100.0,It is certainly correct,True,WV,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,7.0,81.0,True,0.8227848101265823,2,1,1,4,98,48
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CA,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,13.0,21.0,True,0.9393939393939394,2,1,1,4,98,4
12,True,96.0,It is certainly correct,True,100.0,It is certainly correct,True,AZ,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,15.0,59.0,True,0.8555555555555555,2,1,1,4,98,3
14,True,96.0,It is certainly correct,True,100.0,It is certainly correct,True,ID,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,15.0,46.0,True,0.8051948051948052,2,1,1,4,98,12
15,True,89.0,It is probably correct,True,100.0,It is certainly correct,True,MD,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,13.0,81.0,True,0.7261904761904762,2,1,1,4,98,19
18,True,90.0,It is certainly correct,True,100.0,It is certainly correct,True,DE,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,1.0,77.0,True,0.7764705882352941,2,1,1,4,98,7
19,True,91.0,It is certainly correct,True,100.0,It is certainly correct,True,CT,4080558e-3a1a-0d83-d491-63ab3d424e56,Male,Conservative,Graduate Degree or Higher,45-54,8.0,63.0,True,0.8472222222222222,2,1,1,4,98,6
1,False,86.0,I am unsure if it is correct,True,90.0,I am unsure if it is correct,True,ME,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,15.0,94.0,False,0.6941176470588235,1,1,4,1,345,20
2,True,100.0,It is certainly correct,True,99.0,It is certainly correct,True,NC,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,3.0,28.0,True,0.8170731707317073,1,1,4,1,345,26
3,False,82.0,I am unsure if it is correct,True,98.0,It is probably correct,True,FL,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,9.0,37.0,False,0.6986301369863014,1,1,4,1,345,8
4,False,82.0,I am unsure if it is correct,True,91.0,I am unsure if it is correct,True,PA,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,7.0,82.0,False,0.6865671641791045,1,1,4,1,345,37
5,False,69.0,I am unsure if it is correct,False,100.0,It is certainly correct,True,NJ,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,7.0,25.0,False,0.7045454545454546,1,1,4,1,345,30
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,TX,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,8.0,3.0,True,0.8095238095238095,1,1,4,1,345,42
8,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,RI,d3ce75fd-a67c-2c77-9ae2-43e5e5bed62a,Male,Very Conservative,High School,18-24,2.0,61.0,True,0.9411764705882353,1,1,4,1,345,38
